object_id,Z,Z_err,EBV,SpecType,English Translation,split,target
hub_nur_rhovan,0.2983,,0.024,SN Ia,"harbour, haven, small landlocked bay  + race + wilderness",split_17,0
hub_saew_nestad,0.7319,,0.023,AGN,"harbour, haven, small landlocked bay  + poison + healing",split_17,0
iar_aranarth_hwiniol,2.284,,0.083,AGN,"blood + kingdom, realm + fantastic",split_17,0
iar_cair_fuin,0.6979,,0.036,AGN,"blood + ship + darkness, gloom, night, dead of night ",split_17,0
iaun_lacha_corch,0.2148,,0.045,SN Ia," fane, holy place, sanctuary  + flame + crow",split_17,0
idhren_Elrim_hun,0.8424,,0.012,AGN,"pondering, wise, thoughtful + Elves + heart",split_17,0
iphant_gwador_glandagol,1.135,,0.022,AGN,"aged, long-lived + sworn brother + boundary marker ",split_17,0
iphant_neledh_archam,0.3758,,0.045,SN Ia,"aged, long-lived + enter, go in  + throne",split_17,0
lacha_eirien_fang,1.562,,0.123,TDE,flame + daisy + beard,split_17,1
lacha_saig_ulug,1.461,,0.017,AGN,"flame + hungry  + bad, evil",split_17,0
lagor_gobennas_aiglos,2.021,,0.053,AGN,"swift + history + plant, bush",split_17,0
lebed_gaurwaith_fang,0.6869,,0.057,AGN,finger + outlaws (wolf-people) + beard,split_17,0
lebed_ithildin_galas,1.085,,0.017,AGN,"finger + magic metal that only mirrors starlight and moolight + growth, plant ",split_17,0
lebed_saew_minuial,1.226,,0.036,AGN,"finger + poison + dawn, morrowdim, twilight ",split_17,0
limlug_gul_mir,0.4265,,0.018,SN Ia,"sea serpent, fishdragon  + evil knowledge, magic, sorcery, necromancy  +  jewel, treasure",split_17,0
lin_gador_talraph,0.9544,,0.059,AGN," lake, pool  + dungeon, prison +  stirrup",split_17,0
loss_tann_melethron,2.111,,0.039,AGN,snow + sign  +  lover (masc.),split_17,0
luith_hador_minuial,0.153,,0.043,SN Ia,"spell + thrower + dawn, morrowdim, twilight ",split_17,0
lunt_saelor_Mirion,0.4604,,0.009,SN Ia,"boat + adviser  +  jewel, Silmaril ",split_17,0
maecheneb_firiel_curunir,0.7878,,0.012,AGN, sharp-eyed + mortal maiden + wizard,split_17,0
maethor_hal_glamog,0.6496,,0.02,AGN,warrior + fish + orc,split_17,0
magol_ai_rochir,0.9041,,0.033,AGN,"sword + hail! + Horse-Lord, knight, rider ",split_17,0
magol_eredh_tathar,0.1822,,0.352,SN Ia,"sword + germ, seed + tathar",split_17,0
manadh_melethron_rovalug,0.4434,,0.032,SN Ia,"final end, fate, fortune +  lover (masc.) + winged-dragon",split_17,0
melethron_thul_aranarth,2.292,,0.032,AGN," lover (masc.) + breath + kingdom, realm",split_17,0
mil_ank_callon,0.1748,,0.087,SN Ia," affection, love, kindness  + jaw + hero",split_17,0
minas_eglan_lebdas,0.3074,,0.01,AGN,city with watchtower  + forsaken +   index finger ,split_17,0
minas_lebed_minai,0.2082,,0.117,AGN,"city with watchtower  + finger + distinct, unique, single",split_17,0
mindon_grond_emel,0.09786,,0.016,SN Ic,isolated hill  + club + mother,split_17,0
mindon_tamin_ah,0.5972,,0.044,AGN,isolated hill  + forge  + and,split_17,0
mithren_daen_acharn,0.4297,,0.064,SN Ia,grey + corpse + vengeance,split_17,0
mithril_espalass_Mirion,3.452,,0.08,AGN," true-silver, metal  + water-fall +  jewel, Silmaril ",split_17,0
morgul_acharn_gaurwaith,0.4429,,0.151,SN Ia,sorcery + vengeance + outlaws (wolf-people),split_17,0
morn_tinuviel_cae,1.027,,0.035,AGN,"dark, black + nightingale + earth",split_17,0
mund_callon_merilin,0.4208,,0.017,TDE,bull + hero + nightingale,split_17,1
mund_galas_rust,0.3608,,0.036,TDE,"bull + growth, plant  + copper",split_17,1
mund_gwador_alagos,0.7108,,0.056,AGN,bull + sworn brother + storm of wind,split_17,0
nadhras_ylf_in,0.372,,0.011,TDE,pasture + drinking vessel  + year,split_17,1
nana_Ennor_rudh,1.712,,0.054,AGN,mother + Middle-Earth + bald,split_17,0
nana_dirnaith_limlug,0.2058,,0.105,SN Ia,"mother + man-spearhead (wedge formation in battle)  + sea serpent, fishdragon ",split_17,0
nidh_rist_lost,0.2499,,0.027,AGN,"honeycomb + cleaver, sword +  empty, void ",split_17,0
nimp_alph_faen,0.2896,,0.086,AGN,frail + swan + radiant,split_17,0
nimp_braig_heron,0.9411,,0.093,AGN,"frail + fierce, wild + master",split_17,0
nimp_imlad_lost,0.0642,,0.083,SN II,"frail + glen, deep valley +  empty, void ",split_17,0
noroth_aranarth_faun,0.3902,,0.168,SN Ia,"giant + kingdom, realm + cloud",split_17,0
noroth_glandagol_rodwen,0.1035,,0.027,SN Ic,giant + boundary marker  +  noble maiden,split_17,0
nost_pent_limlug,0.7775,,0.042,AGN,"family, clan, house + story + sea serpent, fishdragon ",split_17,0
panas_aglareb_aear,0.6391,,0.042,AGN,"floor + glorious + ocean, sea ",split_17,0
per_iar_badhor,0.7491,,0.01,AGN,half + blood + judge,split_17,0
peredhel_nana_baneth,0.08582,,0.03,AGN,Half-Elf + mother + beauty,split_17,0
randir_celeb_Druadan,3.415,,0.172,AGN,"pilgrim, wanderer + silver + Wild Man ",split_17,0
rhach_lorn_Tawarwaith,0.3592,,0.054,TDE,"curse + anchorage, haven, harbour, quiet water  + Forest people (Silvan Elves) ",split_17,1
rhach_ninglor_calad,1.654,,0.041,AGN,curse + gladden + light,split_17,0
rhach_pilin_menel,1.303,,0.03,AGN,curse + arrow + heaven,split_17,0
rhovan_suil_nath,0.2356,,0.089,SN Ia,wilderness + hail  + web,split_17,0
riel_tobas_Tawarwaith,0.3687,,0.014,SN Ia,princess +  roof  + Forest people (Silvan Elves) ,split_17,0
ris_aduial_laer,0.3253,,0.009,SN Ia,"queen + evening, twilight  + song",split_17,0
rist_lathron_saelor,0.5976,,0.073,AGN,"cleaver, sword + eavesdropper + adviser ",split_17,0
roch_lhug_archam,1.867,,0.02,AGN,"horse +  dragon, snake, serpent + throne",split_17,0
rochben_cugu_galenas,0.7732,,0.025,AGN,rider + dove + pipe-weed,split_17,0
rochben_lagor_galad,0.558,,0.016,AGN,"rider + swift +  light (bright), sunlight, brilliance, radiance, glittering reflection ",split_17,0
saer_amarth_balrog,0.5209,,0.049,SN Ia,"bitter  + doom, fate +  fire demon ",split_17,0
saer_cabed_rom,0.4181,,0.07,SN Ia,"bitter  + leap + horn, trumpet",split_17,0
saig_lost_duin,0.1031,,0.087,SN Ic,"hungry  +  empty, void  +  river, large rive with current ",split_17,0
salab_dagnir_gobennas,0.3137,,0.04,SN Ia,herb + bane + history,split_17,0
suil_lebenedh_tang,0.412,,0.007,SN Ia,hail  + middle finger  + bowstring ,split_17,0
suil_mil_aeglir,0.7904,,0.011,AGN,"hail  +  affection, love, kindness  + range of mountain peaks",split_17,0
tamin_dol_ylf,1.904,,0.063,AGN,"forge  + head, hill + drinking vessel ",split_17,0
tang_fervain_ai,0.6248,,0.247,AGN,bowstring  + northern + hail!,split_17,0
thor_aeruil_narthan,0.4074,,0.008,SN Ia,"eagle + seaweed + beacon, fire-sign ",split_17,0
tinuviel_tann_nidh,0.2978,,0.05,SN Ia,nightingale + sign  + honeycomb,split_17,0
toll_rist_bragol,0.284,,0.079,SN Ia," island + cleaver, sword + sudden",split_17,0
uan_braig_amlug,0.1455,,0.079,SN II,"monster  + fierce, wild +  snake, serpent",split_17,0
uir_gaw_aeruil,0.1921,,0.023,SN Ia,eternity + void + seaweed,split_17,0
yll_merilin_rach,1.701,,0.045,TDE," gulp  + nightingale + wagon, wain ",split_17,1
Dornhoth_gwend_nagol,0.4061,,0.005,SN Ia,Trawn Folk (Dwarfs) + maiden + tooth,split_18,0
Dornhoth_thurin_gwaloth,0.9992,,0.063,AGN,"Trawn Folk (Dwarfs) + secret, hidden + blossom",split_18,0
Eluwaith_amarth_iar,0.5666,,0.06,AGN,"Sindar + doom, fate + blood",split_18,0
acharn_firion_morn,0.4958,,0.044,AGN,"vengeance +  mortal man + dark, black",split_18,0
adab_amdir_gli,0.5834,,0.148,SLSN-II,"building, house + hope + honey",split_18,0
adar_law_agor,0.3292,,0.043,SN Ia,father + no! don't!  + narrow,split_18,0
agarwaen_guldur_Ithil,0.9606,,0.023,AGN,bloodstain + dark sorcery + moon,split_18,0
alagos_rach_ris,1.172,,0.012,AGN,"storm of wind + wagon, wain  + queen",split_18,0
amdir_ruith_braig,1.387,,0.053,AGN,"hope + anger + fierce, wild",split_18,0
amloth_iphant_nur,0.8784,,0.041,AGN,"crest of a helmet  + aged, long-lived + race",split_18,0
andrann_galas_rochben,0.7642,,0.022,AGN," age, cycle  + growth, plant  + rider",split_18,0
angos_pod_cabed,1.129,,0.053,AGN,horror + foot (of an animal)  + leap,split_18,0
ank_rovalug_eilian,0.4414,,0.016,SN Ia,jaw + winged-dragon + rainbow,split_18,0
anwar_thamas_agar,0.2549,,0.017,SN Iax[02cx-like],"awe + great hall  + glory, brilliance, glitter",split_18,0
araf_lebenedh_nost,0.9432,,0.039,AGN,"wolf + middle finger  + family, clan, house",split_18,0
aranarth_rhovan_lasguil,0.8121,,0.108,AGN,"kingdom, realm + wilderness + tea",split_18,0
aranarth_tobas_gellui,0.381,,0.043,AGN,"kingdom, realm +  roof  + triumphant",split_18,0
balrog_gond_fuin,0.09704,,0.04,SN II," fire demon  + rock, great stone + darkness, gloom, night, dead of night ",split_18,0
bass_myril_guldur,1.452,,0.014,AGN,bread + cat + dark sorcery,split_18,0
bragol_galenas_raug,0.4713,,0.014,SN Ia,"sudden + pipe-weed +  demon, terrible creature",split_18,0
bronwe_riel_pilin,0.4657,,0.016,SN Ia,endurance + princess + arrow,split_18,0
cae_cair_merilin,1.078,,0.125,AGN,earth + ship + nightingale,split_18,0
cae_gwaloth_nagol,1.185,,0.016,AGN,earth + blossom + tooth,split_18,0
callon_raef_espalass,0.4863,,0.084,SN Ia,hero + net + water-fall,split_18,0
callon_tobas_meldir,1.041,,0.017,AGN,hero +  roof  + friend,split_18,0
cenedril_Eluwaith_cae,0.2158,,0.01,AGN,mirror + Sindar + earth,split_18,0
cirion_cabor_thurin,1.06,,0.03,AGN,"sailor, shipman  + frog + secret, hidden",split_18,0
cirion_gaur_gaw,0.6132,,0.073,AGN,"sailor, shipman  + werewolf + void",split_18,0
cund_faen_nagol,0.3461,,0.039,AGN,prince + radiant + tooth,split_18,0
duin_aegas_gwael,0.829,,0.081,AGN," river, large rive with current  + mountain peak  + gull",split_18,0
duin_forodrim_lin,0.8778,,0.049,AGN," river, large rive with current  + Northmen, Northfolk  +  lake, pool ",split_18,0
dunadan_baneth_magol,0.7334,,0.022,AGN,"Númenórean, Man of the West  + beauty + sword",split_18,0
eglan_sador_galadhrim,0.5571,,0.08,SN Ia,"forsaken +  faithful one + people of the Trees, Elves of Lórien ",split_18,0
eirien_minuial_nim,2.133,,0.015,AGN,"daisy + dawn, morrowdim, twilight  + pale, white",split_18,0
elu_edlothiad_minai,1.78,,0.101,AGN,"pale blue  + flowering + distinct, unique, single",split_18,0
elu_thamas_gil,0.3567,,0.011,AGN,"pale blue  + great hall  +  star, bright spark",split_18,0
emel_archam_rusc,1.053,,0.083,AGN,mother + throne + fox ,split_18,0
ennorath_drafn_emel,0.4694,,0.069,AGN,"lands of Middle-earth +  hewn, log + mother",split_18,0
erchion_magor_rach,1.068,,0.142,AGN,"orkish + swordsman + wagon, wain ",split_18,0
eredh_hadhod_lass,0.3492,,0.012,AGN,"germ, seed + Dwarf + leaf",split_18,0
eryn_pent_tegilbor,0.2668,,0.19,SN Ia,"wood, forest + story + calligrapher",split_18,0
firen_agor_rusc,0.4352,,0.03,SN Ia,human + narrow + fox ,split_18,0
firion_lorn_certh,0.7909,,0.051,AGN," mortal man + anchorage, haven, harbour, quiet water  + rune",split_18,0
fuin_minas_cair,0.09437,,0.082,SN II,"darkness, gloom, night, dead of night  + city with watchtower  + ship",split_18,0
galadhrim_noroth_duin,1.326,,0.108,AGN,"people of the Trees, Elves of Lórien  + giant +  river, large rive with current ",split_18,0
galas_hu_corch,0.2701,,0.007,SN Iax[02cx-like],"growth, plant  + dog + crow",split_18,0
galas_tinuviel_nadhras,0.5118,,0.056,SN Ia,"growth, plant  + nightingale + pasture",split_18,0
gath_celeb_uanui,0.5566,,0.01,SN Ia,"cavern + silver + hideous, monstrous",split_18,0
gath_rodwen_suil,1.312,,0.217,AGN,cavern +  noble maiden + hail ,split_18,0
gaurwaith_paich_ryn,1.566,,0.061,AGN,"outlaws (wolf-people) + syrup, juice  + hound of chase ",split_18,0
gaw_lebed_grond,0.2403,,0.031,AGN,void + finger + club,split_18,0
glae_gul_sirion,0.552,,0.127,SLSN-II,"grass + evil knowledge, magic, sorcery, necromancy  + river ",split_18,0
glae_ira_glamog,1.569,,0.076,AGN,grass + desire + orc,split_18,0
glamor_cirion_adar,0.3944,,0.048,SN Ia,"echo + sailor, shipman  + father",split_18,0
glamor_gwend_baug,0.8603,,0.029,AGN,"echo + maiden + oppressive, cruel, tyrannous ",split_18,0
gli_aderthad_hub,0.5559,,0.016,AGN,"honey + reunion + harbour, haven, small landlocked bay ",split_18,0
gwaloth_corch_Druadan,0.253,,0.032,AGN,blossom + crow + Wild Man ,split_18,0
gwaun_gwael_glandagol,1.529,,0.009,AGN,goose + gull + boundary marker ,split_18,0
gwaun_manadh_hand,0.3785,,0.065,AGN,"goose + final end, fate, fortune + intelligent",split_18,0
gwaun_ruith_amarth,0.08841,,0.067,SN II,"goose + anger + doom, fate",split_18,0
gwilwileth_pennas_hend,0.8855,,0.025,AGN,butterfly + history + eye,split_18,0
hal_certh_pilin,0.3139,,0.036,AGN,fish + rune + arrow,split_18,0
hal_myril_bass,1.311,,0.029,AGN,fish + cat + bread,split_18,0
hand_perian_navaer,1.042,,0.209,AGN,"intelligent + Halfling, Hobbit  + farewell",split_18,0
harad_nost_firen,1.103,,0.079,AGN,"south + family, clan, house + human",split_18,0
hast_nath_aiglos,0.6499,,0.037,AGN,"axe-stroke + web + plant, bush",split_18,0
heledh_aes_luith,0.9914,,0.094,AGN,glass +  cooked food + spell,split_18,0
heledh_tinnu_thamas,0.3427,,0.017,AGN,"glass + dusk, twilight + great hall ",split_18,0
heron_barad_gwilwileth,0.532,,0.027,AGN,"master +  fortress, fort, tower  + butterfly",split_18,0
hwiniol_cirion_angos,1.513,,0.029,AGN,"fantastic + sailor, shipman  + horror",split_18,0
hwiniol_gwaun_callon,0.4047,,0.093,AGN,fantastic + goose + hero,split_18,0
hwiniol_meril_minas,0.8586,,0.034,AGN,fantastic + rose + city with watchtower ,split_18,0
imlad_espalass_melethril,0.2143,,0.057,SN II,"glen, deep valley + water-fall +  lover (fem.) ",split_18,0
imloth_alae_mirdan,0.22,,0.028,AGN," flowering valley  + Ah + smith, jewelsmith ",split_18,0
ist_cenedril_daen,0.7841,,0.054,AGN,"knowledge, lore  + mirror + corpse",split_18,0
ithildin_firion_meril,0.5942,,0.018,AGN,magic metal that only mirrors starlight and moolight +  mortal man + rose,split_18,0
ithildin_laes_aglareb,0.6871,,0.006,AGN,"magic metal that only mirrors starlight and moolight + babe, also used in children's play as the name of the little finger  + glorious",split_18,0
laer_hervess_celeb,0.1885,,0.074,SN II,song + wife + silver,split_18,0
laer_nell_randir,0.2266,,0.034,AGN,"song + bell + pilgrim, wanderer",split_18,0
lain_echad_hend,0.1848,,0.023,SN Ia," free, freed + encampment + eye",split_18,0
lain_yll_imrad,0.4685,,0.089,AGN," free, freed +  gulp  + path",split_18,0
lalaith_hud_dirnaith,0.5901,,0.07,AGN,laughter + assembly + man-spearhead (wedge formation in battle) ,split_18,0
lang_Ithil_hu,0.3096,,0.049,SN Ia,"cutlass, sword + moon + dog",split_18,0
lass_fang_nadhras,0.4389,,0.018,SN Ia,leaf + beard + pasture,split_18,0
lathron_echad_dol,0.2804,,0.051,AGN,"eavesdropper + encampment + head, hill",split_18,0
lebenedh_dunadan_aerlinn,0.6753,,0.077,AGN,"middle finger  + Númenórean, Man of the West  + hymn",split_18,0
lebenedh_hwiniol_perian,0.45,,0.029,SN Ia,"middle finger  + fantastic + Halfling, Hobbit ",split_18,0
lend_faradrim_glamog,0.4707,,0.054,AGN,"journey, way + hunters + orc",split_18,0
lorn_aglareb_grond,1.137,,0.049,AGN,"anchorage, haven, harbour, quiet water  + glorious + club",split_18,0
lorn_magol_thavron,0.7416,,0.012,AGN,"anchorage, haven, harbour, quiet water  + sword + builder, carpenter, wright ",split_18,0
loss_cabor_rust,0.1719,,0.027,SN Ia,snow + frog + copper,split_18,0
lunt_firion_gwaloth,0.2769,,0.188,SN Ia,boat +  mortal man + blossom,split_18,0
maethor_glass_edlothiad,0.5257,,0.015,SN Ia,warrior + joy + flowering,split_18,0
magol_rochben_adab,0.1792,,0.034,SN Ia,"sword + rider + building, house",split_18,0
manadh_ennorath_nana,0.2116,,0.05,SN II,"final end, fate, fortune + lands of Middle-earth + mother",split_18,0
melethril_minas_ang,0.5442,,0.036,AGN, lover (fem.)  + city with watchtower  + iron,split_18,0
min_gil_lalaith,0.09545,,0.239,SN II,"peak +  star, bright spark + laughter",split_18,0
minas_corch_celair,1.305,,0.047,AGN,city with watchtower  + crow + brilliant,split_18,0
minas_fuin_midh,1.159,,0.017,AGN,"city with watchtower  + darkness, gloom, night, dead of night  + dew",split_18,0
minas_lebed_bellas,0.8317,,0.075,AGN,city with watchtower  + finger + strengh,split_18,0
mirdan_gul_imrath,0.8415,,0.046,AGN,"smith, jewelsmith  + evil knowledge, magic, sorcery, necromancy  + valley",split_18,0
mithril_nur_celon,0.9361,,0.08,AGN," true-silver, metal  + race + river",split_18,0
morgul_ang_firiel,0.6793,,0.157,AGN,sorcery + iron + mortal maiden,split_18,0
muil_imrath_per,1.913,,0.245,AGN,"dreariness, twilight, shadow, vagueness  + valley + half",split_18,0
nana_menel_randir,0.2915,,0.04,AGN,"mother + heaven + pilgrim, wanderer",split_18,0
narthan_gas_alagos,0.9269,,0.009,AGN,"beacon, fire-sign  + hole + storm of wind",split_18,0
nath_Eru_faen,0.08993,,0.012,SN II,web + God + radiant,split_18,0
neledh_min_melethron,2.389,,0.114,AGN,"enter, go in  + peak +  lover (masc.)",split_18,0
nestad_honeg_Gonhir,0.4412,,0.023,AGN,"healing +  little brother, also the name of the middle finger  + Master of Stone, Dwarf",split_18,0
nimbrethil_imlad_saig,0.5132,,0.019,AGN,"silver birch (tree)  + glen, deep valley + hungry ",split_18,0
ninglor_ruith_vin,0.9404,,0.076,AGN,gladden + anger + our,split_18,0
nost_pod_drafn,1.228,,0.034,AGN,"family, clan, house + foot (of an animal)  +  hewn, log",split_18,0
ogol_sogannen_mund,1.244,,0.032,AGN,"evil, wicked + drunk  + bull",split_18,0
peredhel_alagos_lain,2.378,,0.025,AGN,"Half-Elf + storm of wind +  free, freed",split_18,0
pess_gwend_Gonhir,1.504,,0.049,AGN,"feather + maiden + Master of Stone, Dwarf",split_18,0
pethron_baug_braig,0.454,,0.135,SN Ia,"narrator + oppressive, cruel, tyrannous  + fierce, wild",split_18,0
rach_gaw_tobas,0.4902,,0.009,SN Ia,"wagon, wain  + void +  roof ",split_18,0
rach_gwador_tachol,0.4294,,0.312,AGN,"wagon, wain  + sworn brother + brooch, pin",split_18,0
raef_aegas_agar,0.6681,,0.016,AGN,"net + mountain peak  + glory, brilliance, glitter",split_18,0
raegdan_lam_ennorath,0.8603,,0.055,AGN,"sinner + tongue, dialect, language  + lands of Middle-earth",split_18,0
raug_nim_balrog,0.5029,,0.161,AGN," demon, terrible creature + pale, white +  fire demon ",split_18,0
rhach_aegas_imloth,1.171,,0.018,AGN,curse + mountain peak  +  flowering valley ,split_18,0
riel_ram_harad,0.3197,,0.026,AGN,princess + wall + south,split_18,0
ris_certh_mereth,0.4649,,0.054,AGN,"queen + rune + feast, festival ",split_18,0
rist_cugu_rust,0.5156,,0.106,SN Ia,"cleaver, sword + dove + copper",split_18,0
romru_ris_aeruil,0.2502,,0.035,SN Ia,sound of the horn + queen + seaweed,split_18,0
rusc_hend_salab,1.179,,0.014,AGN,fox  + eye + herb,split_18,0
rust_Rochirrim_lacha,1.312,,0.093,AGN,copper + Horse.Lords (People)  + flame,split_18,0
ryn_Eluwaith_morn,0.5491,,0.201,SLSN-II,"hound of chase  + Sindar + dark, black",split_18,0
saig_saew_panas,0.3167,,0.039,SN Ia,hungry  + poison + floor,split_18,0
salab_agarwaen_heledir,0.2636,,0.046,AGN,herb + bloodstain +  kingfisher (bird),split_18,0
sammar_gaur_ram,1.337,,0.047,AGN,neighbour  + werewolf + wall,split_18,0
soga_narthan_lembas,0.9974,,0.089,AGN,"drink + beacon, fire-sign  + way-bread, journey-bread ",split_18,0
suil_min_ris,0.6419,,0.047,SN Ia,hail  + peak + queen,split_18,0
tann_minas_melethron,1.08,,0.067,AGN,sign  + city with watchtower  +  lover (masc.),split_18,0
tavor_nath_ai,0.5293,,0.054,AGN,woodpecker + web + hail!,split_18,0
tegilbor_noroth_heledh,0.386,,0.05,AGN,calligrapher + giant + glass,split_18,0
tegilbor_toll_faun,1.102,,0.008,AGN,calligrapher +  island + cloud,split_18,0
thangail_nost_parf,0.7734,,0.024,AGN,"shield wall, shield fence  + family, clan, house + book",split_18,0
thor_pod_agarwaen,0.4786,,0.014,SN Ia,eagle + foot (of an animal)  + bloodstain,split_18,0
thurin_aeruil_calad,1.445,,0.042,AGN,"secret, hidden + seaweed + light",split_18,0
thurin_cabor_hervess,0.4766,,0.04,AGN,"secret, hidden + frog + wife",split_18,0
thurin_soga_rovalug,1.499,,0.015,AGN,"secret, hidden + drink + winged-dragon",split_18,0
thurin_tachol_amlug,2.471,,0.329,AGN,"secret, hidden + brooch, pin +  snake, serpent",split_18,0
tinnu_faun_gobennas,0.8153,,0.066,AGN,"dusk, twilight + cloud + history",split_18,0
tinnu_raef_thor,1.06,,0.057,AGN,"dusk, twilight + net + eagle",split_18,0
tinuviel_luin_melethril,0.37,,0.046,AGN,nightingale + blue +  lover (fem.) ,split_18,0
tobas_myril_laug,0.3559,,0.011,AGN, roof  + cat + warm,split_18,0
ulug_grond_firen,0.6775,,0.114,AGN,"bad, evil + club + human",split_18,0
uruk_paich_peredhel,0.08875,,0.078,SN II,"evil creature + syrup, juice  + Half-Elf",split_18,0
ylf_dol_melethron,0.243,,0.023,AGN,"drinking vessel  + head, hill +  lover (masc.)",split_18,0
ylf_imrath_galvorn,1.146,,0.149,AGN,drinking vessel  + valley + black metal ,split_18,0
Gonhir_fervain_ah,0.4315,,0.011,SN Ia,"Master of Stone, Dwarf + northern + and",split_19,0
Gonhir_limlug_harad,0.4566,,0.045,SN IIn,"Master of Stone, Dwarf + sea serpent, fishdragon  + south",split_19,0
Mirion_galadh_heledh,0.1817,,0.044,SN Ia," jewel, Silmaril  + tree + glass",split_19,0
Mithrim_lang_elvellon,0.1693,,0.07,SN II,"Sindar + cutlass, sword + Elf-friend",split_19,0
Mithrim_mund_gas,0.3985,,0.017,AGN,Sindar + bull + hole,split_19,0
achas_riel_braig,0.3061,,0.187,AGN,"achas + princess + fierce, wild",split_19,0
adan_cae_morgul,0.1817,,0.009,SN Ia,Man + earth + sorcery,split_19,0
adar_maethor_lasguil,1.19,,0.014,AGN,father + warrior + tea,split_19,0
aderthad_nimbrethil_gellui,0.2121,,0.068,SN II,reunion + silver birch (tree)  + triumphant,split_19,0
aduial_mindon_harad,0.4137,,0.076,SN Ia,"evening, twilight  + isolated hill  + south",split_19,0
aear_agarwaen_cund,1.709,,0.016,AGN,"ocean, sea  + bloodstain + prince",split_19,0
aegas_gaw_navaer,0.9124,,0.041,AGN,mountain peak  + void + farewell,split_19,0
aegas_tobas_dunedhel,0.2271,,0.089,SN Ia,"mountain peak  +  roof  + Elf of Beleriand, West-Elf, including Noldor and Sindar ",split_19,0
aerlinn_Eru_cenedril,0.4104,,0.058,SN Ia,hymn + God + mirror,split_19,0
aglareb_imloth_cabor,0.4123,,0.01,SN Ia,glorious +  flowering valley  + frog,split_19,0
agor_luithien_harad,0.3311,,0.038,SN Ia,narrow + enchantress + south,split_19,0
ah_Druadan_gwador,1.267,,0.02,AGN,and + Wild Man  + sworn brother,split_19,0
ah_gorn_per,0.166,,0.036,AGN,and + valour + half,split_19,0
aiglos_emel_talraph,0.2392,,0.098,AGN,"plant, bush + mother +  stirrup",split_19,0
alph_celon_archam,0.09983,,0.017,AGN,swan + river + throne,split_19,0
amarth_pilin_ram,0.4503,,0.035,SN Ia,"doom, fate + arrow + wall",split_19,0
amath_heron_minas,0.2938,,0.112,SN Ia,shield wall  + master + city with watchtower ,split_19,0
amath_nadhras_rhun,1.334,,0.079,AGN,shield wall  + pasture + East,split_19,0
amdir_hul_hervenn,0.8125,,0.018,AGN,hope +  cry of encouragement in battle  + husband,split_19,0
amon_adel_aeglir,0.418,,0.011,AGN,"hill, steep-sided mount  + behind + range of mountain peaks",split_19,0
annon_elvellon_gorn,0.1883,,0.016,SN Ia,"gate, door  + Elf-friend + valour",split_19,0
aphadrim_tegilbor_helegnen,0.7676,,0.03,AGN,followers + calligrapher + frozen,split_19,0
archam_gli_heron,0.4743,,0.08,AGN,throne + honey + master,split_19,0
badhor_hervenn_minai,1.371,,0.081,AGN,"judge + husband + distinct, unique, single",split_19,0
bass_gwilwileth_lunt,0.4277,,0.032,SN IIn,bread + butterfly + boat,split_19,0
bronwe_galas_cund,0.3222,,0.045,SN Ia,"endurance + growth, plant  + prince",split_19,0
caras_aderthad_glass,0.2677,,0.033,SN Ia,"town, city  + reunion + joy",split_19,0
celair_nath_gwachaedir,1.22,,0.07,AGN,"brilliant + web +  palantir, seeing stone",split_19,0
cenedril_anann_aegas,0.09069,,0.088,AGN,"mirror +  long, for a long time + mountain peak ",split_19,0
cenedril_gas_eglan,0.4073,,0.111,SN IIn,mirror + hole + forsaken,split_19,0
certh_lachenn_dunedhel,0.4189,,0.024,SN Ia,"rune +  flame-eyed, Elf who has lived in the Blessed Realm  + Elf of Beleriand, West-Elf, including Noldor and Sindar ",split_19,0
cirion_rhun_gas,1.037,,0.024,AGN,"sailor, shipman  + East + hole",split_19,0
corch_Mirion_araf,0.5055,,0.051,SN Ia,"crow +  jewel, Silmaril  + wolf",split_19,0
corch_hadhod_hul,0.3251,,0.159,SN Ia,crow + Dwarf +  cry of encouragement in battle ,split_19,0
corch_mithril_cabed,1.109,,0.03,AGN,"crow +  true-silver, metal  + leap",split_19,0
cugu_gil_laes,1.215,,0.015,AGN,"dove +  star, bright spark + babe, also used in children's play as the name of the little finger ",split_19,0
cyron_gwaun_lain,1.02,,0.101,AGN," new moon  + goose +  free, freed",split_19,0
dam_pent_fern,0.3044,,0.109,SN Ia,hammer + story + dead,split_19,0
dannas_aiglos_drafn,0.2966,,0.007,SN Ia,"autumn + plant, bush +  hewn, log",split_19,0
duin_honeg_nost,0.1872,,0.019,SN Ia," river, large rive with current  +  little brother, also the name of the middle finger  + family, clan, house",split_19,0
edlothiad_dunedhel_hast,0.09081,,0.053,AGN,"flowering + Elf of Beleriand, West-Elf, including Noldor and Sindar  + axe-stroke",split_19,0
eilian_suil_raef,0.5248,,0.074,AGN,rainbow + hail  + net,split_19,0
elvellon_glass_gwarth,0.1073,,0.055,AGN,Elf-friend + joy + betrayer,split_19,0
eredh_galvorn_agor,1.205,,0.029,AGN,"germ, seed + black metal  + narrow",split_19,0
faradrim_thavron_firen,0.2041,,0.022,SN II,"hunters + builder, carpenter, wright  + human",split_19,0
forodrim_cyron_lebdas,0.5098,,0.034,SN Ia,"Northmen, Northfolk  +  new moon  +   index finger ",split_19,0
fuin_lathron_alph,0.8955,,0.145,AGN,"darkness, gloom, night, dead of night  + eavesdropper + swan",split_19,0
